"","ID","Pub","CRN","informative","biased","credible","false","trustworthy","pol_leaning","familiar_Fox","familiar_Atlantic","familiar_CNN","familiar_SacBee","truthful_Fox","truthful_Atlantic","truthful_CNN","truthful_SacBee","trust_Fox","trust_Atlantic","trust_CNN","trust_SacBee","Pub_familiar","fam_rate","pol_rate","CRN_vs_NoCRN","Mixed_vs_Pol","treatment","pol_knowledge"
"6640",1663,"Atlantic","c1",4,3,2,3,2,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6641",1663,"SacBee","c1",4,3,4,3,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6642",1664,"CNN","c1",5,1,4,2,4,"Democrat","Yes","No","Yes","No","No","Don't know","No","Yes","Not at all","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6643",1664,"FoxNews","c3",4,4,3,3,3,"Democrat","Yes","No","Yes","No","No","Don't know","No","Yes","Not at all","","Somewhat","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"6644",1664,"Atlantic","c1",5,1,2,3,3,"Democrat","Yes","No","Yes","No","No","Don't know","No","Yes","Not at all","","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6645",1664,"SacBee","c2",5,1,4,2,4,"Democrat","Yes","No","Yes","No","No","Don't know","No","Yes","Not at all","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"6646",1665,"CNN","c3",4,3,5,1,5,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"6647",1665,"FoxNews","c1",4,4,4,2,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6648",1665,"Atlantic","c2",4,3,3,3,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"6649",1665,"SacBee","c1",3,3,4,3,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6650",1666,"CNN","c3",2,4,2,5,2,"Independent","Yes","Yes","Yes","No","No","No","No","Don't know","Somewhat","","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6651",1666,"FoxNews","c1",4,5,4,2,4,"Independent","Yes","Yes","Yes","No","No","No","No","Don't know","Somewhat","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6652",1666,"Atlantic","c2",4,3,3,3,4,"Independent","Yes","Yes","Yes","No","No","No","No","Don't know","Somewhat","","Somewhat","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"6653",1666,"SacBee","c1",3,1,3,5,3,"Independent","Yes","Yes","Yes","No","No","No","No","Don't know","Somewhat","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6654",1667,"CNN","c3",5,3,4,2,3,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","Barely","Barely","Barely","Yes","High","Liberal",0.333333333333333,0,1,"high"
"6655",1667,"FoxNews","c1",4,3,4,3,3,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","Barely","Barely","Barely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6656",1667,"Atlantic","c1",5,3,4,3,4,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","Barely","Barely","Barely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6657",1667,"SacBee","c2",5,3,5,2,4,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","Barely","Barely","Barely","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"6658",1668,"CNN","c3",5,1,5,1,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Barely","Somewhat","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"6659",1668,"FoxNews","c2",4,3,5,1,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Barely","Somewhat","Not at all","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"6660",1668,"Atlantic","c1",3,3,3,3,3,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Barely","Somewhat","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6661",1668,"SacBee","c1",3,3,3,3,3,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Barely","Somewhat","Not at all","","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6662",1669,"CNN","c3",5,5,5,5,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6663",1669,"FoxNews","c1",5,5,5,5,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6664",1669,"Atlantic","c1",5,5,5,5,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6665",1669,"SacBee","c2",5,5,5,5,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"6666",1670,"CNN","c1",3,3,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6667",1670,"FoxNews","c1",3,4,4,4,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6668",1670,"Atlantic","c2",1,4,2,5,1,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"6669",1670,"SacBee","c3",4,3,4,1,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"6670",1671,"CNN","c3",3,3,3,3,3,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6671",1671,"FoxNews","c2",3,3,3,3,3,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","Yes","High","Conservative",0.333333333333333,0.5,1,"low"
"6672",1671,"Atlantic","c1",5,3,3,4,3,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6673",1671,"SacBee","c1",5,3,5,3,5,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6674",1672,"CNN","c1",4,3,5,1,5,"Democrat","No","No","No","No","No","Don't know","Yes","Don't know","Barely","A lot","A lot","","No","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6675",1672,"FoxNews","c3",4,3,4,1,5,"Democrat","No","No","No","No","No","Don't know","Yes","Don't know","Barely","A lot","A lot","","No","High","Conservative",0.333333333333333,0,1,"low"
"6676",1672,"Atlantic","c1",4,3,4,1,4,"Democrat","No","No","No","No","No","Don't know","Yes","Don't know","Barely","A lot","A lot","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6677",1672,"SacBee","c2",4,3,4,1,4,"Democrat","No","No","No","No","No","Don't know","Yes","Don't know","Barely","A lot","A lot","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"6678",1673,"CNN","c3",4,2,1,1,1,"Republican","Yes","No","Yes","No","Yes","No","No","No","Entirely","Barely","Not at all","Barely","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6679",1673,"FoxNews","c1",5,3,5,1,4,"Republican","Yes","No","Yes","No","Yes","No","No","No","Entirely","Barely","Not at all","Barely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6680",1673,"Atlantic","c1",3,2,2,4,3,"Republican","Yes","No","Yes","No","Yes","No","No","No","Entirely","Barely","Not at all","Barely","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6681",1673,"SacBee","c2",5,1,3,2,4,"Republican","Yes","No","Yes","No","Yes","No","No","No","Entirely","Barely","Not at all","Barely","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"6682",1674,"CNN","c1",4,1,4,2,5,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Barely","A lot","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6683",1674,"FoxNews","c1",5,3,4,1,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Barely","A lot","Barely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6684",1674,"Atlantic","c2",4,2,4,1,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Barely","A lot","Barely","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"6685",1674,"SacBee","c3",5,2,5,2,5,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Barely","A lot","Barely","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"6686",1675,"CNN","c2",3,3,1,5,1,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Liberal",0.333333333333333,0.5,1,"low"
"6687",1675,"FoxNews","c1",5,5,5,1,5,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6688",1675,"Atlantic","c3",4,3,3,3,3,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"6689",1675,"SacBee","c1",3,1,4,1,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6690",1676,"CNN","c2",4,4,4,2,5,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","","Entirely","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"6691",1676,"FoxNews","c1",2,5,1,4,1,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","","Entirely","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6692",1676,"Atlantic","c3",4,3,4,3,3,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","","Entirely","","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"6693",1676,"SacBee","c1",4,3,3,2,4,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","","Entirely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6694",1677,"CNN","c3",4,4,4,4,4,"Independent","Yes","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","High","Liberal",0.333333333333333,0,1,"high"
"6695",1677,"FoxNews","c2",4,4,4,1,4,"Independent","Yes","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"6696",1677,"Atlantic","c1",2,4,4,2,4,"Independent","Yes","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6697",1677,"SacBee","c1",2,4,4,2,2,"Independent","Yes","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6698",1678,"CNN","c3",5,1,4,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Not at all","Somewhat","Not at all","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6699",1678,"FoxNews","c1",4,3,4,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Not at all","Somewhat","Not at all","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6700",1678,"Atlantic","c1",5,3,5,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Not at all","Somewhat","Not at all","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6701",1678,"SacBee","c2",4,3,4,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","Not at all","Somewhat","Not at all","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"6702",1679,"CNN","c1",3,2,5,1,5,"Democrat","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Barely","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6703",1679,"FoxNews","c2",1,4,2,4,2,"Democrat","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Barely","","A lot","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"6704",1679,"Atlantic","c1",5,5,3,3,4,"Democrat","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Barely","","A lot","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6705",1679,"SacBee","c3",4,3,3,3,2,"Democrat","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Barely","","A lot","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"6706",1680,"CNN","c2",4,2,3,3,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Liberal",0.333333333333333,0.5,1,"low"
"6707",1680,"FoxNews","c1",3,4,4,3,3,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6708",1680,"Atlantic","c3",3,3,3,3,3,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"6709",1680,"SacBee","c1",3,3,5,3,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6710",1681,"CNN","c1",5,4,5,5,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6711",1681,"FoxNews","c2",5,5,4,5,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","High","Conservative",0.333333333333333,0.5,1,"low"
"6712",1681,"Atlantic","c1",5,5,4,5,4,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6713",1681,"SacBee","c3",5,5,5,4,5,"Democrat","No","No","No","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"6714",1682,"CNN","c2",3,3,3,3,3,"Democrat","No","No","No","No","No","No","No","No","","","","","No","High","Liberal",0.333333333333333,0.5,1,"high"
"6715",1682,"FoxNews","c1",3,3,3,3,3,"Democrat","No","No","No","No","No","No","No","No","","","","","No","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6716",1682,"Atlantic","c1",3,3,3,3,3,"Democrat","No","No","No","No","No","No","No","No","","","","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6717",1682,"SacBee","c3",3,3,3,3,3,"Democrat","No","No","No","No","No","No","No","No","","","","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"6718",1683,"CNN","c1",5,4,5,2,5,"Independent","Yes","No","No","Yes","Don't know","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","No","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6719",1683,"FoxNews","c1",5,3,5,3,5,"Independent","Yes","No","No","Yes","Don't know","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6720",1683,"Atlantic","c3",5,5,5,2,5,"Independent","Yes","No","No","Yes","Don't know","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","No","Medium","Liberal",0.333333333333333,0,1,"high"
"6721",1683,"SacBee","c2",5,2,5,2,4,"Independent","Yes","No","No","Yes","Don't know","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"6722",1684,"CNN","c2",4,3,3,3,3,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"6723",1684,"FoxNews","c3",5,3,4,2,4,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","High","Conservative",0.333333333333333,0,1,"low"
"6724",1684,"Atlantic","c1",4,3,4,2,4,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6725",1684,"SacBee","c1",4,3,4,2,3,"Independent","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Barely","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6726",1685,"CNN","c1",4,1,5,1,5,"Democrat","No","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","A lot","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6727",1685,"FoxNews","c1",5,1,5,1,5,"Democrat","No","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","A lot","A lot","","No","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6728",1685,"Atlantic","c2",5,3,4,3,4,"Democrat","No","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","A lot","A lot","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"6729",1685,"SacBee","c3",5,1,5,1,5,"Democrat","No","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","A lot","A lot","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"6730",1686,"CNN","c1",5,2,4,2,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6731",1686,"FoxNews","c1",5,3,5,1,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6732",1686,"Atlantic","c2",2,3,2,5,3,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"6733",1686,"SacBee","c3",4,3,2,2,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"6734",1687,"CNN","c2",5,3,5,3,5,"Independent","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"6735",1687,"FoxNews","c3",4,4,3,4,2,"Independent","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"low"
"6736",1687,"Atlantic","c1",2,4,4,3,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6737",1687,"SacBee","c1",4,4,5,3,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6738",1688,"CNN","c1",4,2,5,1,4,"Democrat","Yes","No","Yes","No","No","No","Yes","Don't know","Not at all","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6739",1688,"FoxNews","c3",4,5,3,2,3,"Democrat","Yes","No","Yes","No","No","No","Yes","Don't know","Not at all","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"6740",1688,"Atlantic","c2",4,4,3,4,2,"Democrat","Yes","No","Yes","No","No","No","Yes","Don't know","Not at all","","A lot","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"6741",1688,"SacBee","c1",4,2,4,2,4,"Democrat","Yes","No","Yes","No","No","No","Yes","Don't know","Not at all","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6742",1689,"CNN","c1",5,2,4,2,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6743",1689,"FoxNews","c1",5,2,5,1,5,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"6744",1689,"Atlantic","c2",4,2,4,3,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"6745",1689,"SacBee","c3",4,1,5,2,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"6746",1690,"CNN","c1",4,3,3,3,3,"Other Party","Yes","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6747",1690,"FoxNews","c3",4,4,3,3,3,"Other Party","Yes","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"6748",1690,"Atlantic","c1",3,3,3,3,3,"Other Party","Yes","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","","","","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6749",1690,"SacBee","c2",3,3,3,3,3,"Other Party","Yes","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","","","","","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"6750",1691,"CNN","c1",5,1,5,1,5,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","","Not at all","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6751",1691,"FoxNews","c3",5,5,3,3,4,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","","Not at all","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"6752",1691,"Atlantic","c1",5,2,4,3,3,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","","Not at all","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6753",1691,"SacBee","c2",5,3,5,1,5,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","","Not at all","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"6754",1692,"CNN","c2",4,2,4,2,4,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Not at all","Not at all","Not at all","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"6755",1692,"FoxNews","c1",4,4,2,4,2,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Not at all","Not at all","Not at all","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"6756",1692,"Atlantic","c3",4,3,3,3,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Not at all","Not at all","Not at all","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"6757",1692,"SacBee","c1",4,3,3,3,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"6758",1693,"CNN","c1",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A lot","A lot","A lot","A lot","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6759",1693,"FoxNews","c3",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A lot","A lot","A lot","A lot","Yes","High","Conservative",0.333333333333333,0,1,"low"
"6760",1693,"Atlantic","c2",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A lot","A lot","A lot","A lot","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"6761",1693,"SacBee","c1",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A lot","A lot","A lot","A lot","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6762",1694,"CNN","c1",4,2,4,2,4,"Republican","No","No","No","No","Don't know","No","No","No","A lot","Not at all","Not at all","","No","High","Liberal",-0.666666666666667,-0.5,0,"low"
"6763",1694,"FoxNews","c2",4,3,3,2,3,"Republican","No","No","No","No","Don't know","No","No","No","A lot","Not at all","Not at all","","No","High","Conservative",0.333333333333333,0.5,1,"low"
"6764",1694,"Atlantic","c3",4,3,4,2,4,"Republican","No","No","No","No","Don't know","No","No","No","A lot","Not at all","Not at all","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"6765",1694,"SacBee","c1",4,3,4,2,4,"Republican","No","No","No","No","Don't know","No","No","No","A lot","Not at all","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"6766",1695,"CNN","c1",5,4,5,1,4,"Independent","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"6767",1695,"FoxNews","c2",5,4,2,4,2,"Independent","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"6768",1695,"Atlantic","c1",4,2,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"6769",1695,"SacBee","c3",4,2,4,3,4,"Independent","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"6770",1696,"CNN","c3",5,3,5,1,5,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","High","Liberal",0.333333333333333,0,1,"low"
"6771",1696,"FoxNews","c2",4,3,4,3,4,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","High","Conservative",0.333333333333333,0.5,1,"low"
"6772",1696,"Atlantic","c1",4,3,2,5,3,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"6773",1696,"SacBee","c1",3,3,4,2,3,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
